sample_idx,reconstruction_idx,fc1_min_abs_diff,fc1_mean_abs_diff,fc1_max_abs_diff,fc2_min_abs_diff,fc2_mean_abs_diff,fc2_max_abs_diff,fc3_min_abs_diff,fc3_mean_abs_diff,fc3_max_abs_diff,all_layers_max_diff,all_layers_min_of_max
29,4,0.009959161281585693,0.787032961845398,1.7458101511001587,0.020798444747924805,0.3207348585128784,0.9305700063705444,0.008116364479064941,0.08295436948537827,0.14696693420410156,1.7458101511001587,0.14696693420410156
30,0,0.009497374296188354,0.5741727948188782,1.2994107007980347,0.004475057125091553,0.26231276988983154,0.8887362480163574,0.0012269020080566406,0.0022447307128459215,0.003939688205718994,1.2994107007980347,0.003939688205718994
30,1,0.00631830096244812,0.6823365092277527,1.7687547206878662,0.01687455177307129,0.2947155833244324,1.0396103858947754,0.010073661804199219,0.018499692901968956,0.029657840728759766,1.7687547206878662,0.029657840728759766
30,2,0.0041921138763427734,0.5739501714706421,1.2935142517089844,0.0072699785232543945,0.27344924211502075,0.8646715879440308,0.08567571640014648,0.12843535840511322,0.1531912088394165,1.2935142517089844,0.1531912088394165
30,3,0.024508625268936157,0.26582154631614685,0.674577534198761,0.002413153648376465,0.12601855397224426,0.42767369747161865,0.0390777587890625,0.0644608736038208,0.10085153579711914,0.674577534198761,0.10085153579711914
30,4,0.014382541179656982,0.3676252067089081,1.037642002105713,0.009600639343261719,0.17815938591957092,0.5725473165512085,0.03464007377624512,0.08857891708612442,0.19440501928329468,1.037642002105713,0.19440501928329468
31,0,0.010537028312683105,0.447452187538147,1.4260146617889404,0.0017178058624267578,0.14682981371879578,0.41610991954803467,0.01075756549835205,0.023568829521536827,0.030271530151367188,1.4260146617889404,0.030271530151367188
31,1,0.00816887617111206,0.33853715658187866,0.9176900386810303,0.0027360916137695312,0.192610502243042,0.5376952290534973,0.21277999877929688,0.2636498510837555,0.3360576629638672,0.9176900386810303,0.3360576629638672
31,2,0.000706106424331665,0.23548009991645813,0.6892104148864746,0.007312774658203125,0.06961237639188766,0.18998968601226807,0.0008270740509033203,0.0020526249427348375,0.002725839614868164,0.6892104148864746,0.002725839614868164
31,3,0.004289388656616211,0.298910528421402,1.0175671577453613,0.015258550643920898,0.13076461851596832,0.3637124300003052,0.019322872161865234,0.02800718881189823,0.03477168083190918,1.0175671577453613,0.03477168083190918
